"","orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","container_no","reference_no","is_extant","n_occs"
"231","276073",276073,"txn","","genus","Arboroharamiya",NA,276073,"genus","Arboroharamiya",364544,"",47911,"extinct",4
"232","106246",106246,"txn","","species","Arboroharamiya allinhopsoni",NA,106246,"species","Arboroharamiya allinhopsoni",276073,"",64176,"extinct",1
"233","276074",276074,"txn","","species","Arboroharamiya jenkinsi",NA,276074,"species","Arboroharamiya jenkinsi",276073,"",47911,"extinct",1
"234","242237",242237,"txn","","family","Kermackodontidae",NA,242237,"family","Kermackodontidae",308732,"",42347,"extinct",30
"235","484361",484361,"txn","","genus","Butlerodon",NA,484361,"genus","Butlerodon",242237,"",87575,"extinct",4
"236","484362",484362,"txn","","species","Butlerodon quadratus",NA,484362,"species","Butlerodon quadratus",484361,"",87575,"extinct",2
"237","242238",242238,"txn","","genus","Kermackodon",NA,242238,"genus","Kermackodon",242237,"",42347,"extinct",14
"238","172915",484358,"txn","","species","Kermackodon oxfordensis",NA,172915,"species","Kermackodon oxfordensis",242238,"",34262,"extinct",7
"239","358786",358786,"txn","","genus","Maiopatagium",NA,358786,"genus","Maiopatagium",242237,"",63079,"extinct",2
"240","358789",358789,"txn","","species","Maiopatagium furculiferum",NA,358789,"species","Maiopatagium furculiferum",358786,"",63079,"extinct",1
"241","276071",276071,"txn","","genus","Megaconus",NA,276071,"genus","Megaconus",242237,"",47910,"extinct",2
"242","276072",276072,"txn","","species","Megaconus mammaliaformis",NA,276072,"species","Megaconus mammaliaformis",276071,"",47910,"extinct",1
"243","358793",358793,"txn","","genus","Vilevolodon",NA,358793,"genus","Vilevolodon",242237,"",63080,"extinct",2
"244","358795",358795,"txn","","species","Vilevolodon diplomylos",NA,358795,"species","Vilevolodon diplomylos",358793,"",63080,"extinct",1
"245","308736",308736,"txn","","genus","Xianshou",NA,308736,"genus","Xianshou",242237,"",53306,"extinct",4
"246","308737",308737,"txn","","species","Xianshou linglong",NA,308737,"species","Xianshou linglong",308736,"",53306,"extinct",1
"247","308740",308740,"txn","","species","Xianshou songae",NA,308740,"species","Xianshou songae",308736,"",53306,"extinct",1
"248","NF11",NA,"txn","","family","",NA,NA,"","",NA,"308732",NA,"",15
"249","423029",423029,"txn","","genus","Cryoharamiya",NA,423029,"genus","Cryoharamiya",308732,"NF11",72986,"extinct",2
"250","423031",423031,"txn","","species","Cryoharamiya tarda",NA,423031,"species","Cryoharamiya tarda",423029,"",72986,"extinct",1
"251","172914",172914,"txn","","genus","Eleutherodon",NA,172914,"genus","Eleutherodon",308732,"NF11",34262,"extinct",1
"252","308733",308733,"txn","","genus","Shenshou",NA,308733,"genus","Shenshou",308732,"NF11",53306,"extinct",2
"253","308734",308734,"txn","","species","Shenshou lui",NA,308734,"species","Shenshou lui",308733,"",53306,"extinct",1
"254","193790",193790,"txn","","genus","Sineleutherus",NA,193790,"genus","Sineleutherus",308732,"NF11",40449,"extinct",4
"255","193791",193791,"txn","","species","Sineleutherus issedonicus",NA,193791,"species","Sineleutherus issedonicus",193790,"",36940,"extinct",1
"256","223845",223845,"txn","","species","Sineleutherus uyguricus",NA,223845,"species","Sineleutherus uyguricus",193790,"",40449,"extinct",1
"257","484363",484363,"txn","","genus","Woodeatonia",NA,484363,"genus","Woodeatonia",308732,"NF11",87575,"extinct",6
"258","484364",484364,"txn","","species","Woodeatonia parva",NA,484364,"species","Woodeatonia parva",484363,"",87575,"extinct",3
"259","39779",39779,"txn","","order","Multituberculata",NA,39779,"order","Multituberculata",39778,"",7584,"extinct",1891
"260","57341",309374,"txn","","suborder","Cimolodonta",NA,57341,"suborder","Cimolodonta",39779,"",10470,"extinct",1453
"261","57340",57340,"txn","","superfamily","Djadochtatherioidea",NA,57340,"superfamily","Djadochtatherioidea",57341,"",25232,"extinct",74
"262","57339",57339,"txn","","family","Djadochtatheriidae",NA,57339,"family","Djadochtatheriidae",57340,"",38300,"extinct",38
"263","106766",106766,"txn","","genus","Catopsbaatar",NA,106766,"genus","Catopsbaatar",57339,"",38307,"extinct",9
"264","204041",204043,"txn","","species","Catopsbaatar catopsaloides",NA,204041,"species","Catopsbaatar catopsaloides",106766,"",7761,"extinct",4
"265","106765",106765,"txn","","genus","Djadochtatherium",NA,106765,"genus","Djadochtatherium",57339,"",25232,"extinct",6
"266","203446",203446,"txn","","species","Djadochtatherium matthewi",NA,203446,"species","Djadochtatherium matthewi",106765,"",38232,"extinct",2
"267","404414",404414,"txn","","genus","Guibaatar",NA,404414,"genus","Guibaatar",57339,"",71593,"extinct",2
"268","404415",404415,"txn","","species","Guibaatar castellanus",NA,404415,"species","Guibaatar castellanus",404414,"",71593,"extinct",1
"269","39842",39842,"txn","","genus","Kryptobaatar",NA,39842,"genus","Kryptobaatar",57339,"",10448,"extinct",17
"270","57298",57298,"txn","","species","Kryptobaatar dashzevegi",NA,57298,"species","Kryptobaatar dashzevegi",39842,"",10448,"extinct",6
"271","57338",57338,"txn","","species","Kryptobaatar mandahuensis",NA,57338,"species","Kryptobaatar mandahuensis",39842,"",10469,"extinct",2
"272","371283",371283,"txn","","genus","Mangasbaatar",NA,371283,"genus","Mangasbaatar",57339,"",65869,"extinct",2
"273","371284",371284,"txn","","species","Mangasbaatar udanii",NA,371284,"species","Mangasbaatar udanii",371283,"",65869,"extinct",1
"274","106767",106767,"txn","","genus","Tombaatar",NA,106767,"genus","Tombaatar",57339,"",2986,"extinct",2
"275","204035",204035,"txn","","species","Tombaatar sabuli",NA,204035,"species","Tombaatar sabuli",106767,"",2986,"extinct",1
"276","39850",39850,"txn","","family","Sloanbaataridae",NA,39850,"family","Sloanbaataridae",57340,"",7761,"extinct",10
"277","39830",39830,"txn","","genus","Kamptobaatar",NA,39830,"genus","Kamptobaatar",39850,"",10448,"extinct",4
"278","57299",57299,"txn","","species","Kamptobaatar kuczynskii",NA,57299,"species","Kamptobaatar kuczynskii",39830,"",10448,"extinct",2
"279","106764",106764,"txn","","genus","Nessovbaatar",NA,106764,"genus","Nessovbaatar",39850,"",38300,"extinct",2
"280","204033",204033,"txn","","species","Nessovbaatar multicostatus",NA,204033,"species","Nessovbaatar multicostatus",106764,"",38300,"extinct",1
"281","39852",39852,"txn","","genus","Sloanbaatar",NA,39852,"genus","Sloanbaatar",39850,"",10448,"extinct",4
"282","57297",57297,"txn","","species","Sloanbaatar mirabilis",NA,57297,"species","Sloanbaatar mirabilis",39852,"",10448,"extinct",2
"283","NF12",NA,"txn","","family","",NA,NA,"","",NA,"57340",NA,"",26
"284","39839",39839,"txn","","genus","Bulganbaatar",NA,39839,"genus","Bulganbaatar",57340,"NF12",7761,"extinct",5
"285","204009",204009,"txn","","species","Bulganbaatar nemegtbaataroides",NA,204009,"species","Bulganbaatar nemegtbaataroides",39839,"",7761,"extinct",2
"286","39849",39849,"txn","","genus","Chulsanbaatar",NA,39849,"genus","Chulsanbaatar",57340,"NF12",7761,"extinct",10
"287","204040",204040,"txn","","species","Chulsanbaatar vulgaris",NA,204040,"species","Chulsanbaatar vulgaris",39849,"",7761,"extinct",5
"288","39844",39844,"txn","","genus","Nemegtbaatar",NA,39844,"genus","Nemegtbaatar",57340,"NF12",7761,"extinct",11
"289","204010",204010,"txn","","species","Nemegtbaatar gobiensis",NA,204010,"species","Nemegtbaatar gobiensis",39844,"",7761,"extinct",5
"290","39807",103905,"txn","","superfamily","Ptilodontoidea",NA,39807,"superfamily","Ptilodontoidea",57341,"",3198,"extinct",555
"291","39823",39823,"txn","","family","Cimolodontidae",NA,39823,"family","Cimolodontidae",39807,"",7584,"extinct",236
"292","39825",39825,"txn","","genus","Cimolodon",NA,39825,"genus","Cimolodon",39823,"",6294,"extinct",230
"293","387583",387583,"txn","","species","Cimolodon akersteni",NA,387583,"species","Cimolodon akersteni",39825,"",69148,"extinct",1
"294","45121",45121,"txn","","species","Cimolodon electus",NA,45121,"species","Cimolodon electus",39825,"",1510,"extinct",10
"295","45122",45122,"txn","","species","Cimolodon nitidus",NA,45122,"species","Cimolodon nitidus",39825,"",9094,"extinct",77
"296","267478",267478,"txn","","species","Cimolodon peregrinus",NA,267478,"species","Cimolodon peregrinus",39825,"",46718,"extinct",1
"297","45123",45123,"txn","","species","Cimolodon similis",NA,45123,"species","Cimolodon similis",39825,"",1510,"extinct",12
"298","82051",82051,"txn","","species","Cimolodon wardi",NA,82051,"species","Cimolodon wardi",39825,"",17864,"extinct",1
"299","67560",67560,"txn","","family","Neoplagiaulacidae",NA,67560,"family","Neoplagiaulacidae",39807,"",14377,"extinct",296
"300","428176",428176,"txn","","genus","Filikomys",NA,428176,"genus","Filikomys",67560,"",74229,"extinct",28
"301","428179",428180,"txn","","species","Filikomys minor",NA,428179,"species","Filikomys minor",428176,"",74229,"extinct",1
"302","51256",428177,"txn","","species","Filikomys primaevus",NA,51256,"species","Filikomys primaevus",428176,"",25127,"extinct",13
"303","39815",39815,"txn","","genus","Mesodma",NA,39815,"genus","Mesodma",67560,"",2027,"extinct",246
"304","46767",48344,"txn","","species","Mesodma formosa",NA,46767,"species","Mesodma formosa",39815,"",9092,"extinct",35
"305","48346",48346,"txn","","species","Mesodma hensleighi",NA,48346,"species","Mesodma hensleighi",39815,"",2229,"extinct",18
"306","48349",48349,"txn","","species","Mesodma senecta",NA,48349,"species","Mesodma senecta",39815,"",1510,"extinct",4
"307","48351",48351,"txn","","species","Mesodma thompsoni",NA,48351,"species","Mesodma thompsoni",39815,"",6294,"extinct",43
"308","39817",39817,"txn","","genus","Neoplagiaulax",NA,39817,"genus","Neoplagiaulax",67560,"",6294,"extinct",4
"309","49072",49072,"txn","","species","Neoplagiaulax burgessi",NA,49072,"species","Neoplagiaulax burgessi",39817,"",960,"extinct",1
"310","168380",168380,"txn","","genus","Nidimys",NA,168380,"genus","Nidimys",67560,"",32794,"extinct",2
"311","168381",168381,"txn","","species","Nidimys occultus",NA,168381,"species","Nidimys occultus",168380,"",32794,"extinct",1
"312","39818",39818,"txn","","genus","Parectypodus",NA,39818,"genus","Parectypodus",67560,"",2024,"extinct",2
"313","49969",49969,"txn","","species","Parectypodus foxi",NA,49969,"species","Parectypodus foxi",39818,"",3310,"extinct",1
"314","166856",166856,"txn","","genus","Parikimys",NA,166856,"genus","Parikimys",67560,"",32620,"extinct",6
"315","166857",166857,"txn","","species","Parikimys carpenteri",NA,166857,"species","Parikimys carpenteri",166856,"",32620,"extinct",3
"316","39810",39810,"txn","","family","Ptilodontidae",NA,39810,"family","Ptilodontidae",39807,"",7584,"extinct",20
"317","39854",39854,"txn","","genus","Allacodon",NA,39854,"genus","Allacodon",39810,"",9092,"extinct",15
"318","43873",43873,"txn","","species","Allacodon lentus",NA,43873,"species","Allacodon lentus",39854,"",9092,"extinct",5
"319","43874",43874,"txn","","species","Allacodon pumilus",NA,43874,"species","Allacodon pumilus",39854,"",9092,"extinct",2
"320","54225",54225,"txn","","genus","Camptomus",NA,54225,"genus","Camptomus",39810,"",9094,"extinct",2
"321","54226",54226,"txn","","species","Camptomus amplus",NA,54226,"species","Camptomus amplus",54225,"",9094,"extinct",1
"322","39814",39814,"txn","","genus","Kimbetohia",NA,39814,"genus","Kimbetohia",39810,"",3142,"extinct",2
"323","47440",47440,"txn","","species","Kimbetohia campi",NA,47440,"species","Kimbetohia campi",39814,"",3142,"extinct",1
"324","39827",106768,"txn","","superfamily","Taeniolabidoidea",NA,39827,"superfamily","Taeniolabidoidea",57341,"",3198,"extinct",11
"325","39828",39828,"txn","","family","Taeniolabididae",NA,39828,"family","Taeniolabididae",39827,"",7584,"extinct",4
"326","39782",39782,"txn","","genus","Bubodens",NA,39782,"genus","Bubodens",39828,"",3708,"extinct",2
"327","44722",44722,"txn","","species","Bubodens magnus",NA,44722,"species","Bubodens magnus",39782,"",3708,"extinct",1
"328","331073",331073,"txn","","genus","Valenopsalis",NA,331073,"genus","Valenopsalis",39828,"",56874,"extinct",2
"329","44971",331074,"txn","","species","Valenopsalis joyneri",NA,44971,"species","Valenopsalis joyneri",331073,"",3198,"extinct",1
"330","NF13",NA,"txn","","family","",NA,NA,"","",NA,"39827",NA,"",4
"331","463382",463382,"txn","","genus","Erythrobaatar",NA,463382,"genus","Erythrobaatar",39827,"NF13",83069,"extinct",4
"332","463383",463383,"txn","","species","Erythrobaatar ganensis",NA,463383,"species","Erythrobaatar ganensis",463382,"",83069,"extinct",2
"333","39853",39853,"txn","","family","Cimolomyidae",NA,39853,"family","Cimolomyidae",57341,"",3198,"extinct",513
"334","39838",39838,"txn","","genus","Buginbaatar",NA,39838,"genus","Buginbaatar",39853,"",38304,"extinct",2
"335","204008",204008,"txn","","species","Buginbaatar transaltaiensis",NA,204008,"species","Buginbaatar transaltaiensis",39838,"",38304,"extinct",1
"336","39855",39855,"txn","","genus","Cimolomys",NA,39855,"genus","Cimolomys",39853,"",9094,"extinct",150
"337","54222",54222,"txn","","species","Cimolomys bellus",NA,54222,"species","Cimolomys bellus",39855,"",9094,"extinct",1
"338","45124",45124,"txn","","species","Cimolomys clarki",NA,45124,"species","Cimolomys clarki",39855,"",3008,"extinct",22
"339","45127",45127,"txn","","species","Cimolomys gracilis",NA,45127,"species","Cimolomys gracilis",39855,"",9094,"extinct",32
"340","45129",45129,"txn","","species","Cimolomys milliensis",NA,45129,"species","Cimolomys milliensis",39855,"",1406,"extinct",1
"341","209125",393973,"txn","","species","Cimolomys parvus",NA,209125,"species","Cimolomys parvus",39855,"",83600,"extinct",2
"342","45131",45131,"txn","","species","Cimolomys trochuus",NA,45131,"species","Cimolomys trochuus",39855,"",2229,"extinct",1
"343","39840",39840,"txn","","genus","Essonodon",NA,39840,"genus","Essonodon",39853,"",38233,"extinct",40
"344","46330",46330,"txn","","species","Essonodon browni",NA,46330,"species","Essonodon browni",39840,"",38233,"extinct",17
"345","39832",39832,"txn","","genus","Meniscoessus",NA,39832,"genus","Meniscoessus",39853,"",17703,"extinct",305
"346","48070",48070,"txn","","species","Meniscoessus collomensis",NA,48070,"species","Meniscoessus collomensis",39832,"",2234,"extinct",1
"347","48071",48071,"txn","","species","Meniscoessus conquistus",NA,48071,"species","Meniscoessus conquistus",39832,"",17703,"extinct",2
"348","48072",48072,"txn","","species","Meniscoessus ferox",NA,48072,"species","Meniscoessus ferox",39832,"",1510,"extinct",1
"349","48074",48074,"txn","","species","Meniscoessus intermedius",NA,48074,"species","Meniscoessus intermedius",39832,"",1515,"extinct",7
"350","45128",48075,"txn","","species","Meniscoessus major",NA,45128,"species","Meniscoessus major",39832,"",3008,"extinct",17
"351","45847",48076,"txn","","species","Meniscoessus robustus",NA,45847,"species","Meniscoessus robustus",39832,"",9094,"extinct",111
"352","48077",48077,"txn","","species","Meniscoessus seminoensis",NA,48077,"species","Meniscoessus seminoensis",39832,"",1419,"extinct",1
"353","166858",166858,"txn","","genus","Paressonodon",NA,166858,"genus","Paressonodon",39853,"",32620,"extinct",6
"354","166859",166859,"txn","","species","Paressonodon nelsoni",NA,166859,"species","Paressonodon nelsoni",166858,"",32620,"extinct",3
"355","143290",143290,"txn","","family","Corriebaataridae",NA,143290,"family","Corriebaataridae",57341,"",29435,"extinct",2
"356","143291",143291,"txn","","genus","Corriebaatar",NA,143291,"genus","Corriebaatar",143290,"",29435,"extinct",2
"357","143292",143292,"txn","","species","Corriebaatar marywaltersae",NA,143292,"species","Corriebaatar marywaltersae",143291,"",29435,"extinct",1
"358","39836",39836,"txn","","family","Eucosmodontidae",NA,39836,"family","Eucosmodontidae",57341,"",7584,"extinct",8
"359","94692",94692,"txn","","subfamily","Eucosmodontinae",NA,94692,"subfamily","Eucosmodontinae",39836,"",19928,"extinct",1
"360","39846",39846,"txn","","genus","Stygimys",NA,39846,"genus","Stygimys",94692,"",3198,"extinct",1
"361","39785",39785,"txn","","genus","Clemensodon",NA,39785,"genus","Clemensodon",39836,"",2162,"extinct",2
"362","45174",45174,"txn","","species","Clemensodon megaloba",NA,45174,"species","Clemensodon megaloba",39785,"",2162,"extinct",1
"363","106769",106769,"txn","","family","Kogaionidae",NA,106769,"family","Kogaionidae",57341,"",25232,"extinct",35
"364","69158",69158,"txn","","genus","Barbatodon",NA,69158,"genus","Barbatodon",106769,"",29885,"extinct",18
"365","289407",289407,"txn","","species","Barbatodon oardaensis",NA,289407,"species","Barbatodon oardaensis",69158,"",50288,"extinct",5
